run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00079,2026-09-16T12:18:09.886Z,2026-09-16T12:18:10.896Z,ueTun0,8.8.8.8,,1.0
R00079,2026-09-16T12:18:12.945Z,2026-09-16T12:18:13.964Z,ueTun0,8.8.8.8,,1.0
