run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00102,2026-09-16T12:21:48.676Z,2026-09-16T12:21:49.717Z,ueTun0,8.8.8.8,,1.0
R00102,2026-09-16T12:21:51.718Z,2026-09-16T12:21:52.747Z,ueTun0,8.8.8.8,,1.0
