run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00076,2026-09-16T12:49:39.866Z,2026-09-16T12:49:40.878Z,ueTun0,8.8.8.8,,1.0
R00076,2026-09-16T12:49:41.082Z,2026-09-16T12:49:42.096Z,ueTun0,8.8.8.8,,1.0
R00076,2026-09-16T12:49:42.296Z,2026-09-16T12:49:43.302Z,ueTun0,8.8.8.8,,1.0
R00076,2026-09-16T12:49:43.502Z,2026-09-16T12:49:44.506Z,ueTun0,8.8.8.8,,1.0
