run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00064,2026-09-16T12:47:37.240Z,2026-09-16T12:47:38.294Z,ueTun0,8.8.8.8,,1.0
R00064,2026-09-16T12:47:39.424Z,2026-09-16T12:47:40.885Z,ueTun0,8.8.8.8,,1.0
