run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00053,2026-09-16T12:14:01.942Z,2026-09-16T12:14:02.953Z,ueTun0,8.8.8.8,,1.0
R00053,2026-09-16T12:14:05.017Z,2026-09-16T12:14:06.040Z,ueTun0,8.8.8.8,,1.0
