run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00018,2026-09-16T12:08:23.854Z,2026-09-16T12:08:24.860Z,ueTun0,8.8.8.8,,1.0
R00018,2026-09-16T12:08:26.861Z,2026-09-16T12:08:27.867Z,ueTun0,8.8.8.8,,1.0
