run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00008,2026-09-16T12:37:45.425Z,2026-09-16T12:37:46.450Z,ueTun0,8.8.8.8,,1.0
R00008,2026-09-16T12:37:47.452Z,2026-09-16T12:37:48.464Z,ueTun0,8.8.8.8,,1.0
