run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00013,2026-09-16T12:07:36.262Z,2026-09-16T12:07:37.284Z,ueTun0,8.8.8.8,,1.0
R00013,2026-09-16T12:07:39.284Z,2026-09-16T12:07:40.290Z,ueTun0,8.8.8.8,,1.0
