run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00005,2026-09-16T11:55:53.036Z,2026-09-16T11:55:54.086Z,ueTun0,8.8.8.8,,1.0
R00005,2026-09-16T11:55:56.097Z,2026-09-16T11:55:57.213Z,ueTun0,8.8.8.8,,1.0
