run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00031,2026-09-16T12:10:27.328Z,2026-09-16T12:10:28.346Z,ueTun0,8.8.8.8,,1.0
R00031,2026-09-16T12:10:30.346Z,2026-09-16T12:10:31.350Z,ueTun0,8.8.8.8,,1.0
