run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00042,2026-09-16T12:43:55.154Z,2026-09-16T12:43:56.190Z,ueTun0,8.8.8.8,,1.0
R00042,2026-09-16T12:43:57.198Z,2026-09-16T12:43:58.231Z,ueTun0,8.8.8.8,,1.0
