run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00014,2026-09-16T12:38:49.656Z,2026-09-16T12:38:50.674Z,ueTun0,8.8.8.8,,1.0
R00014,2026-09-16T12:38:50.882Z,2026-09-16T12:38:51.897Z,ueTun0,8.8.8.8,,1.0
R00014,2026-09-16T12:38:52.132Z,2026-09-16T12:38:53.193Z,ueTun0,8.8.8.8,,1.0
R00014,2026-09-16T12:38:53.393Z,2026-09-16T12:38:54.399Z,ueTun0,8.8.8.8,,1.0
