run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00001,2026-09-16T11:55:10.772Z,2026-09-16T11:55:11.835Z,ueTun0,8.8.8.8,,1.0
R00001,2026-09-16T11:55:13.835Z,2026-09-16T11:55:14.848Z,ueTun0,8.8.8.8,,1.0
