run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00070,2026-09-16T12:48:37.739Z,2026-09-16T12:48:38.774Z,ueTun0,8.8.8.8,,1.0
R00070,2026-09-16T12:48:39.828Z,2026-09-16T12:48:40.883Z,ueTun0,8.8.8.8,,1.0
