run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00011,2026-09-16T11:56:52.943Z,2026-09-16T11:56:53.974Z,ueTun0,8.8.8.8,,1.0
R00011,2026-09-16T11:56:55.974Z,2026-09-16T11:56:56.984Z,ueTun0,8.8.8.8,,1.0
