run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00038,2026-09-16T12:43:08.262Z,2026-09-16T12:43:09.276Z,ueTun0,8.8.8.8,,1.0
R00038,2026-09-16T12:43:09.477Z,2026-09-16T12:43:10.515Z,ueTun0,8.8.8.8,,1.0
R00038,2026-09-16T12:43:10.716Z,2026-09-16T12:43:11.722Z,ueTun0,8.8.8.8,,1.0
R00038,2026-09-16T12:43:11.923Z,2026-09-16T12:43:12.957Z,ueTun0,8.8.8.8,,1.0
