run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00067,2026-09-16T12:16:15.675Z,2026-09-16T12:16:16.697Z,ueTun0,8.8.8.8,,1.0
R00067,2026-09-16T12:16:18.726Z,2026-09-16T12:16:19.749Z,ueTun0,8.8.8.8,,1.0
