run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00057,2026-09-16T12:46:24.673Z,2026-09-16T12:46:25.694Z,ueTun0,8.8.8.8,,1.0
R00057,2026-09-16T12:46:25.895Z,2026-09-16T12:46:26.909Z,ueTun0,8.8.8.8,,1.0
R00057,2026-09-16T12:46:27.110Z,2026-09-16T12:46:28.115Z,ueTun0,8.8.8.8,,1.0
R00057,2026-09-16T12:46:28.315Z,2026-09-16T12:46:29.321Z,ueTun0,8.8.8.8,,1.0
