run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00045,2026-09-16T12:12:43.226Z,2026-09-16T12:12:44.241Z,ueTun0,8.8.8.8,,1.0
R00045,2026-09-16T12:12:46.242Z,2026-09-16T12:12:47.254Z,ueTun0,8.8.8.8,,1.0
