run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00074,2026-09-16T12:17:22.638Z,2026-09-16T12:17:23.661Z,ueTun0,8.8.8.8,,1.0
R00074,2026-09-16T12:17:25.661Z,2026-09-16T12:17:26.667Z,ueTun0,8.8.8.8,,1.0
