run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00012,2026-09-16T11:57:02.709Z,2026-09-16T11:57:03.732Z,ueTun0,8.8.8.8,,1.0
R00012,2026-09-16T11:57:05.741Z,2026-09-16T11:57:06.754Z,ueTun0,8.8.8.8,,1.0
