run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00062,2026-09-16T12:47:16.528Z,2026-09-16T12:47:17.541Z,ueTun0,8.8.8.8,,1.0
R00062,2026-09-16T12:47:18.542Z,2026-09-16T12:47:19.547Z,ueTun0,8.8.8.8,,1.0
