run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00104,2026-09-16T12:22:07.749Z,2026-09-16T12:22:08.761Z,ueTun0,8.8.8.8,,1.0
R00104,2026-09-16T12:22:10.762Z,2026-09-16T12:22:11.769Z,ueTun0,8.8.8.8,,1.0
