run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00085,2026-09-16T12:19:07.031Z,2026-09-16T12:19:08.043Z,ueTun0,8.8.8.8,,1.0
R00085,2026-09-16T12:19:10.050Z,2026-09-16T12:19:11.064Z,ueTun0,8.8.8.8,,1.0
