run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00038,2026-09-16T12:11:36.697Z,2026-09-16T12:11:37.726Z,ueTun0,8.8.8.8,,1.0
R00038,2026-09-16T12:11:39.731Z,2026-09-16T12:11:40.749Z,ueTun0,8.8.8.8,,1.0
