run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00080,2026-09-16T12:18:19.345Z,2026-09-16T12:18:20.525Z,ueTun0,8.8.8.8,,1.0
R00080,2026-09-16T12:18:22.526Z,2026-09-16T12:18:23.531Z,ueTun0,8.8.8.8,,1.0
