run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00051,2026-09-16T12:45:22.615Z,2026-09-16T12:45:23.626Z,ueTun0,8.8.8.8,,1.0
R00051,2026-09-16T12:45:23.828Z,2026-09-16T12:45:24.833Z,ueTun0,8.8.8.8,,1.0
R00051,2026-09-16T12:45:25.033Z,2026-09-16T12:45:26.038Z,ueTun0,8.8.8.8,,1.0
R00051,2026-09-16T12:45:26.239Z,2026-09-16T12:45:27.244Z,ueTun0,8.8.8.8,,1.0
