run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00068,2026-09-16T12:48:18.412Z,2026-09-16T12:48:19.422Z,ueTun0,8.8.8.8,,1.0
R00068,2026-09-16T12:48:20.423Z,2026-09-16T12:48:21.429Z,ueTun0,8.8.8.8,,1.0
