run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00113,2026-09-16T12:23:33.890Z,2026-09-16T12:23:34.900Z,ueTun0,8.8.8.8,,1.0
R00113,2026-09-16T12:23:36.901Z,2026-09-16T12:23:37.926Z,ueTun0,8.8.8.8,,1.0
