run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00007,2026-09-16T11:56:13.301Z,2026-09-16T11:56:14.319Z,ueTun0,8.8.8.8,,1.0
R00007,2026-09-16T11:56:16.320Z,2026-09-16T11:56:17.336Z,ueTun0,8.8.8.8,,1.0
