run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00008,2026-09-16T11:56:23.057Z,2026-09-16T11:56:24.095Z,ueTun0,8.8.8.8,,1.0
R00008,2026-09-16T11:56:26.102Z,2026-09-16T11:56:27.125Z,ueTun0,8.8.8.8,,1.0
