run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00058,2026-09-16T12:14:49.830Z,2026-09-16T12:14:50.860Z,ueTun0,8.8.8.8,,1.0
R00058,2026-09-16T12:14:52.860Z,2026-09-16T12:14:53.880Z,ueTun0,8.8.8.8,,1.0
