run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00003,2026-09-16T11:55:30.422Z,2026-09-16T11:55:31.438Z,ueTun0,8.8.8.8,,1.0
R00003,2026-09-16T11:55:33.440Z,2026-09-16T11:55:34.449Z,ueTun0,8.8.8.8,,1.0
