run_id,event_time,collection_time,interface,target,rtt_ms,packet_loss
R00002,2026-09-16T11:55:20.702Z,2026-09-16T11:55:21.710Z,ueTun0,8.8.8.8,,1.0
R00002,2026-09-16T11:55:23.711Z,2026-09-16T11:55:24.721Z,ueTun0,8.8.8.8,,1.0
